2099., Amendment in RCS (RP) Rules, 2017, 31-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/RULES/F-RULES-8931-31072020.pdf
2100., Amendment of Rule 112 of the Rajasthan Service Rules, 1951, 31-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/RULES/F-RULES-8932-31072020.pdf
2101., Invitation of Suggestions on Repeal of some Rules of PWFAR Part-I, 31-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/PWFAR/F-PWFAR-8933-31072020.pdf
2102., Amendment in Notification No F.1(6)FD/Rules/2011 dated 22.05.2018 (Child Care Leave), 31-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/RULES/F-RULES-8934-31072020.pdf
2103., Transfer / Posting Order of RAcS Officer, 31-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/F-TRANSFERSA-8935-31072020.pdf
2104., Promotion and Posting Order of SIPF Officers, 30-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/SIPF/F-SIPF-8929-30072020.pdf
2105., Amendment in Rajasthan Civil Services (Medical Attendance) Rules, 2013 in Appendix 1 List of Approved Hospitals, 28-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/RULES/F-RULES-8927-28072020.pdf
2106., Circular - Submission of files to FD GT for Amendment/ Guidance/ Clarification of RTPP Rules, 27-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/GT/F-GT-8925-27072020.pdf
2107., Additional Charge Order of RAcS Officer, 27-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/F-TRANSFERSA-8926-27072020.pdf
2108., APO Order of RAcS Officer, 24-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/F-TRANSFERSA-8924-24072020.pdf
2109., Partial Amendment in Circular No F.5(Th75)DTA/IFMS/PM/9023-9522 dated 23.01.2020, 22-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/EAD/F-EAD-8922-22072020.pdf
2110., Civil List of Rajasthan Excise Service Officers, 22-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/EXCISE/F-EXCISE-8923-22072020.pdf
2111., Revised Audit Programme for Internal Enquiry by the Inspection Department for the period 23.07.2020 to 30.09.2020, 20-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/F-OTHERS-8919-20072020.pdf
2112., Transfer / Posting Order of RAcS Officer, 20-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/F-TRANSFERSA-8915-20072020.pdf
2113., Circular - Disposal of Surplus/ Unserviceable Store Vehicles, 20-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/GT/F-GT-8916-20072020.pdf
2114., Revised Audit Programme for Internal Enquiry by the Inspection Department for the period 20.07.2020 to 30.09.2020, 17-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/F-OTHERS-8917-17072020.pdf
2116., Order for training through NIC scheduled on dated 27.07.2020, 17-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/EAD/F-EAD-8914-17072020.pdf
2117., Revised Audit Programme for Internal Enquiry by the Inspection Department for the period 27.07.2020 to 31.08.2020, 16-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/OTHERS/F-OTHERS-8918-16072020.pdf
2118., Hindi version of FD Notification dated 24-06-2020 SO 269 (rescinding the FD notification no. F2(1)FD/SPFC/2017 date 06-4-2020), 16-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/GT/F-GT-8920-16072020.pdf
2119., Hindi version of FD Notification dated 24-06-2020 SO 270 (Rescinding the FD notification no. F2(1)FD/SPFC/2017 date 20-4-2020), 16-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/GT/F-GT-8921-16072020.pdf
2120., Transfer / Posting Order of RAcS Officers, 16-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TRANSFERS/ACCOUNTS/F-TRANSFERSA-8912-16072020.pdf
2121., Amendment in Notification No. F.12(46)FD/Tax/2017-Pt-III-05 dated 23.04.2019, 15-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/F-GST-8910-15072020.pdf
2122., Corrigendum in Notification No. F.12(46)FD/Tax/2017-Pt-III-197 dated 06.07.2020, 15-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/F-GST-8911-15072020.pdf
2123., Seeks to extend the date of submission of declaration forms under RVAT Act,2003 up to 30-09-2020, 14-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/CCT/F-CCT-8909-14072020.pdf
2124., Notification - Audit of accounts of Rajasthan Police Welfare Society by LFAD, 09-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/AUDIT/F-AUDIT-8907-09072020.pdf
2115., Clarification for time extension for Renewal of Enlistment of contractor due to COVID-19, 17-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/PWFAR/F-GT-8913-17072020.pdf
2125., Circular - Steps for depositing Bid Document Fee, Bid Security and RISL fee through single challan on e-GRAS portal, 09-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/GT/F-GT-8908-09072020.pdf
2126., Cadre Notification of RAcS Dated 08 July, 2020, 08-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/REVENUE/F-REVENUE-8905-08072020.pdf
2127., Notification under section 9-A of the Rajasthan Stamp Act, 1998 for Amnesty Scheme for exemption/concession of interest and penalty payable on stamp duty, 08-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/IGRS/F-IGRS-8906-08072020.pdf
2128., Amendment in departments notification no. F.12(46)FD/Tax/2017-Pt-V-177 dated 18.05.2020, 06-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/F-GST-8900-06072020.pdf
2129., Amendment in department notification no. F.12(46)FD/Tax/2017-Pt-III-184 dated 11.06.2020, 06-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/F-GST-8901-06072020.pdf
2130., Notification for RGST(Eighth Amendment) Rules, 2020, 06-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/TAX/GST/F-GST-8902-06072020.pdf
2131., Perusal of APARs of Rajasthan Accounts Services (RAcS) Officers, 06-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/REVENUE/F-REVENUE-8903-06072020.pdf
2132., Submitting the information related to Nodal officers of SPPP, 06-Jul-2020, https://finance.rajasthan.gov.in/PDFDOCS/GT/F-GT-8904-06072020.pdf
